Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kg),BMI
1835,66.36641,140.4684,168.5706814,63.715394466108,22.422306846029745
1836,69.74416,144.838,177.1501664,65.69741168606,20.934622336283166
1837,69.72221,129.261,177.0944134,58.63180333857,18.69491649330194
1838,67.005,138.036,170.1927,62.61207638532,21.616045712640318
1839,68.39904,125.5747,173.7335616,56.959725785039005,18.871240263492002
1840,65.72237,129.4743,166.93481979999999,58.728554591091005,21.07441106682831
1841,70.41527,129.4677,178.85478580000003,58.725560881449006,18.35802861086248
1842,66.08413,105.1944,167.85369020000002,47.715377206728,16.935443505955757
1843,66.34093,125.2679,168.5059622,56.820563645923,20.011285750296288
1844,65.25134,128.237,165.7384036,58.16732475169,21.175456776979228
1845,67.53562,123.3362,171.5404748,55.944359264794,19.01179350452654
1846,68.21037,110.8623,173.2543398,50.286293400651005,16.752567677955316
1847,67.41542,114.4586,171.2351668,51.917547640882006,17.70631751249454
1848,69.8279,137.2435,177.362866,62.252604432095005,19.789377343065098
1849,66.30495,125.8706,168.41457300000002,57.093943767322,20.129394249186117
1850,69.06175,140.8451,175.41684500000002,63.88626271188701,20.761794675884072
1851,69.64603,131.2554,176.90091619999998,59.53644796129801,19.024916353232992
1852,70.75572,140.12,179.7195288,63.55736288440001,19.677744925176167
1853,67.51414,138.8613,171.4859156,62.986426168281,21.418549392108947
1854,67.50856,117.374,171.4717424,53.239950836380004,18.107251089036975
1855,67.30225,109.9978,170.94771500000002,49.894162796786,17.07352282684692
1856,67.76966,129.4122,172.13493640000002,58.70038650491401,19.810841073105173
1857,70.13058,135.1643,178.1316732,61.309495176391,19.32170493346231
1858,66.28125,108.1378,168.354375,49.050480988586,17.305910636399293
1859,72.48112,146.3046,184.10204480000002,66.362650255902,19.57972092004535
1860,66.93464,127.6499,170.0139856,57.901020671263005,20.031659175495687
1861,67.24385,133.5096,170.799379,60.55893588175201,20.75896327802787
1862,69.30013,124.8396,176.0223302,56.62629003385201,18.27606008465636
1863,71.68649,123.4209,182.08368460000003,55.982778538533005,16.885440057438057
1864,69.69329,125.1731,177.0209566,56.777563089247,18.118714506691852
1865,68.22858,116.5013,173.30059319999998,52.844100775081,17.59528936769746
1866,70.77195,124.5635,179.76075300000002,56.501053180495006,17.48504626936717
1867,69.63875,132.8562,176.882425,60.262558627194004,19.26097199142494
1868,67.5239,124.2136,171.510706,56.342341210232,19.15368849838096
1869,70.26869,137.6254,178.48247260000002,62.42583135819801,19.59625973938542
1870,67.32622,112.2365,171.00859880000002,50.90962003550501,17.408604494539205
1871,65.82766,117.92,167.20225639999998,53.48761227040001,19.132377580475136
1872,67.28046,107.1366,170.8923684,48.596344307742,16.640189316256873
1873,68.47687,127.8631,173.93124980000002,57.997726564547,19.17148414989914
1874,66.16499,119.5914,168.0590746,54.245746557618,19.206213618060605
1875,71.12585,129.7663,180.659659,58.86100356313101,18.034549164723003
1876,67.51094,126.2753,171.47778760000003,57.277512599461005,19.47907843238314
1877,67.98365,120.6916,172.678471,54.744788883092,18.359734488671375
1878,70.76255,147.2496,179.73687700000002,66.79129504555199,20.674998252224228
1879,68.13751,123.8089,173.0692754,56.158772378093,18.74898038975193
1880,69.7139,124.9097,177.073306,56.658086858989,18.06989855291655
1881,69.28011,129.2576,175.9714794,58.630261124512,18.933777014060194
1882,67.72134,133.2142,172.0122036,60.424944695654005,20.421975110851136
1883,71.35771,134.9818,181.2485834,61.226714568866,18.637674126552795
1884,65.01169,115.4612,165.1296926,52.372319351044005,19.206642932228142
1885,66.57282,114.2201,169.0949628,51.809365860637,18.11953030059966
1886,66.2121,126.4372,168.17873400000002,57.350949204164,20.27675493869867
1887,68.42587,121.5315,173.8017098,55.125761114655,18.249312565250996
1888,68.25899,137.3384,173.3778346,62.295650348008,20.723856434267486
1889,71.66231,130.1496,182.0222674,59.034865518551996,17.81802395008074
1890,70.73674,149.3463,179.6713196,67.74234216773101,20.984696534752317
1891,68.81489,131.8088,174.7898206,59.787465978856,19.569416364689314
1892,67.8052,124.5172,172.225208,56.480051853764,19.041521651659696
1893,67.28023,124.094,170.89178420000002,56.288091562780004,19.27410213912282
1894,75.1528,146.9701,190.888112,66.664515978137,18.295191729577603
1895,70.18385,135.8346,178.26697900000002,61.613538142002,19.388059292240733
1896,70.11018,121.4131,178.0798572,55.072055778047,17.366075749034163
1897,67.55479,131.3549,171.5891666,59.581580402113,20.236354972429204
1898,65.19685,135.1309,165.599999,61.294345191233,22.351143671491343
1899,71.09811,141.27,180.5891994,64.07899410990001,19.64862392864134
1900,63.42211,106.4187,161.0921594,48.270710345319,18.600939643767223
1901,69.87338,140.1507,177.4783852,63.571288170159,20.18227291343155
1902,67.2773,140.0055,170.884342,63.50542655803501,21.747347621116795
1903,66.189,124.8413,168.12006,56.627061140881004,20.0347971830791
1904,65.71651,134.9238,166.9199354,61.200406211406005,21.965337913540775
1905,68.09428,136.0939,172.9594712,61.731154643543,20.63553355944314
1906,69.12266,133.6055,175.5715564,60.602435390035005,19.65992057995668
1907,69.44989,114.209,176.40272059999998,51.804330985330004,16.64774871195823
1908,67.09671,144.4419,170.4256434,65.517743748303,22.557400407655255
1909,68.50605,127.578,174.005367,57.86840737986,19.112444729463988
1910,68.14059,114.5292,173.0770986,51.949571262204,17.342142688825508
1911,66.53479,118.9804,168.9983666,53.968601619548004,18.896272839649164
1912,67.30796,118.8584,170.96221839999998,53.913263350408,18.445708075453354
1913,66.46388,114.4406,168.8182552,51.909382978222006,18.214072123127472
1914,68.23072,117.1258,173.3060288,53.127369210146,17.68849850577305
1915,70.06314,139.3579,177.96037560000002,63.211680139223006,19.95954819963389
1916,69.26881,141.7621,175.9427774,64.30220691517701,20.77222374236745
1917,70.1554,117.3159,178.194716,53.213597119683,16.75841626369002
1918,66.0776,136.9107,167.837104,62.101648891359,22.045866694320832
1919,68.95747,130.915,175.1519738,59.382045118549996,19.356421877009545
1920,66.76727,124.4251,169.58886579999998,56.438275996487,19.623617392371596
1921,69.8097,141.0605,177.316638,63.983966508385,20.350364054677332
1922,67.93231,125.3143,172.5480674,56.841610331891005,19.091769143287042
1923,69.44794,151.3939,176.3977676,68.67111790454301,22.069268993079707
1924,71.14183,118.1643,180.7002482,53.598424886391,16.414759685019142
1925,66.84818,114.446,169.7943772,51.911832377020005,18.00610383129479
1926,67.75431,118.5776,172.0959474,53.785894612912,18.160471070570843
1927,70.83193,129.1185,179.9131022,58.56716642584501,18.093751797203197
1928,69.21843,126.5898,175.8148122,57.420167399826,18.57605687455898
1929,68.20571,133.0472,173.2425034,60.349194769864006,20.10770838583762
1930,67.32344,133.0028,171.0015376,60.329055268636004,20.6312952183983
1931,67.46411,130.5289,171.35883940000002,59.206913104493,20.16319705809229
1932,67.70673,110.4494,171.97509419999997,50.099005111078,16.93939867881631
1933,68.5877,131.6199,174.212758,59.701782380163,19.67104285931112
1934,70.18028,142.8787,178.2579112,64.80868815551901,20.395558590295458
1935,69.85138,137.0263,177.42250520000002,62.154084169331,19.744778095636452
1936,68.82396,141.9518,174.8128584,64.388253387766,21.069774921113098
1937,68.58454,123.7734,174.2047316,56.142669848958,18.50006132411996
1938,66.17491,121.7871,168.0842714,55.241699324427,19.552976478657385
1939,68.29599,112.7853,173.47181460000002,51.158551528161006,17.000449197122006
1940,66.01446,121.0144,167.6767284,54.891208500128,19.52347897183345
1941,70.42725,124.4965,178.88521500000002,56.470662491705,17.647126066180633
1942,65.95003,125.2296,167.5130762,56.803191058152,20.243020076603948
1943,67.28507,121.1903,170.9040778,54.970995398011,18.82039572104623
1944,70.23598,140.1737,178.3993892,63.581720794669,19.977702954663183
1945,66.37594,136.5133,168.5948876,61.921391283521,21.784716047081925
1946,65.72229,124.2645,166.9346166,56.365429061865,20.226466020304542
1947,72.69022,150.1384,184.6331588,68.101632684008,19.977361301346217
1948,65.52858,107.7887,166.4425932,48.892131892219005,17.648590551399245
1949,68.71508,128.8673,174.5363032,58.453224022501004,19.188318731480642
1950,69.34245,133.2224,176.129823,60.428664153088,19.47947269505964
1951,67.38242,125.7706,171.1513468,57.048584530322,19.475303365422835
1952,68.05083,130.8925,172.84910820000002,59.37183929022501,19.8722122384873
1953,69.86498,151.5925,177.4570492,68.761201349225,21.83518844640526
1954,64.51717,114.9571,163.8736118,52.143663437327,19.4170607100381
1955,69.20595,139.6118,175.78311300000001,63.326847241966,20.494322427345473
1956,67.98607,127.7814,172.68461779999998,57.96066806791801,19.436858596876
1957,70.14776,139.3701,178.17531040000003,63.21721396613701,19.913165540639586
1958,70.4986,130.907,179.066444,59.37841637959001,18.518260636824582
1959,66.86758,134.945,169.8436532,61.21002236965,21.218950176465917
1960,68.64908,104.7127,174.3686632,47.496881762099,15.621697449669332
1961,67.91149,113.4475,172.49518460000002,51.45892039557501,17.294448562804458
1962,69.24385,116.3492,175.879379,52.775109375604,17.06079619434612
1963,64.48072,109.5586,163.7810288,49.694945027882,18.52614354990498
1964,71.64447,126.9269,181.9769538,57.573073387753006,17.385477847852727
1965,70.04642,146.8967,177.9179068,66.63122229817901,21.049338840543317
1966,68.12343,126.8031,173.0335122,57.516918652347,19.210345041560686
1967,65.23383,122.345,165.6939282,55.494758507650005,20.213372414627727
1968,68.27239,127.8701,173.41187060000001,58.000901711137,19.287551529479387
1969,66.17894,124.9103,168.0945076,56.658359014411005,20.05196534289883
1970,65.83059,123.0154,167.2096986,55.798846832498,19.957323429383507
1971,65.62889,107.4306,166.6973806,48.729700464522004,17.536228293129238
1972,70.92752,111.6473,180.1559008,50.642363411101,15.603318818281037
1973,69.29069,130.6183,175.9983526,59.247464262371004,19.12725123237524
1974,69.91684,132.766,177.5887736,60.221644595419995,19.095084974282145
1975,72.73301,125.9357,184.7418454,57.123472630609,16.737247799893748
1976,68.44904,113.1008,173.86056159999998,51.30165992089601,16.971852985099595
1977,66.49335,123.1309,168.893109,55.851236751233,19.57983076918901
1978,72.21533,122.7007,183.4269382,55.656101313659,16.54194404113995
1979,69.53524,139.1563,176.61950960000001,63.120235917430996,20.234443481863153
1980,64.79882,122.5688,164.58900280000003,55.596272480056,20.523151298578124
1981,67.38254,126.915,171.1516516,57.56767563855001,19.652441214523282
1982,67.65345,131.7026,171.839763,59.739294469162,20.23078613752695
1983,70.01257,144.6798,177.8319278,65.625653373126,20.751723266693666
1984,66.05945,133.332,167.791003,60.47837787684,21.48141047980863
1985,65.21051,109.8084,165.6346954,49.80825240190801,18.155101336245398
1986,68.39529,132.9511,173.7240366,60.305604543107,19.981949248417806
1987,63.99095,123.6623,162.537013,56.092275736651004,21.232371855171948
1988,70.31847,120.0304,178.6089138,54.444873608048006,17.066746401467068
1989,70.15159,123.1364,178.1850386,55.853731509268,17.591777444803096
1990,68.01671,122.7495,172.76244340000002,55.678236621315,18.654636759467714
1991,68.06098,125.8274,172.8748892,57.074348576938,19.09752704815368
1992,66.98618,117.2347,170.1448972,53.176765419239004,18.368938473953317
1993,68.8061,142.7741,174.767494,64.76124239361701,21.202831106570347
1994,70.30067,114.5538,178.5637018,51.960729634506,16.296295061636986
1995,65.68106,111.1723,166.8298924,50.42690703535101,18.118180914546855
1996,69.27665,141.7056,175.962691,64.27657894627201,20.759245445536585
1997,71.68898,126.5743,182.0900092,57.413136718091,17.315659579184167
1998,67.17092,148.2722,170.61413679999998,67.255138603114,23.10443994296673
1999,69.24215,132.6836,175.875061,60.184268584132006,19.45693664632055
2000,68.73563,126.8221,174.5885002,57.525536907377,18.872499059924184
2001,69.00812,125.4763,175.28062480000003,56.915092295831,18.52505982633886
2002,68.69462,130.1342,174.4843348,59.027880196054,19.388504106071988
2003,68.53874,123.2715,174.0883996,55.915011838455,18.44967649920285
2004,67.68634,129.9806,171.9233036,58.95820840802201,19.946871155010545
2005,69.60608,138.6734,176.7994432,62.901196161958,20.123203467622996
2006,68.91393,130.7056,175.0413822,59.287062876272,19.349888531960005
2007,66.17148,113.3707,168.07555920000001,51.424084501559,18.20360650178492
2008,67.46209,139.6833,171.3537086,63.359279096421005,21.578597317051948
2009,72.83513,148.8002,185.0012302,67.494635374474,19.720595395547303
2010,64.01976,90.91793,162.61019040000002,41.2396793441941,15.596234739378051
2011,68.02868,123.7533,172.79284719999998,56.133552642321,18.800569615034835
2012,68.51623,132.4995,174.0312242,60.10076222881501,19.843836021619474
2013,70.88524,131.3128,180.0485096,59.56248416333601,18.373578155040946
2014,65.29862,116.5172,165.8584948,52.851312893764,19.21234340512773
2015,65.7635,109.1144,167.03929,49.493459297128005,17.738240494174555
2016,65.46143,129.339,166.27203219999998,58.66718354343,21.220559472413417
2017,65.99098,114.6394,167.61708919999998,51.999557141378,18.508151930272973
2018,65.57951,136.1447,166.5719554,61.754197135939,22.256799417570274
2019,69.70616,144.5925,177.0536464,65.58605475922501,20.921930564196373
2020,66.1974,107.9777,168.14139600000001,48.977860850149,17.324093353973705
2021,68.23074,122.0759,173.3060796,55.372696800883006,18.4360585698195
2022,65.97964,123.3232,167.5882856,55.938462563984004,19.916967257903686
2023,71.26857,133.6208,181.0221678,60.609375353296,18.495934779451183
2024,72.01497,159.2724,182.91802380000001,72.24474539158801,21.59201948163057
2025,68.93137,148.7762,175.0856798,67.483749157594,22.01394864391727
2026,67.36601,120.2868,171.1096654,54.561174691716005,18.635224450093634
2027,70.12256,110.3036,178.11130239999997,50.032871343532,15.771480695437077
2028,68.84918,137.6134,174.8769172,62.420388249758005,20.410868659213588
2029,67.62215,132.4802,171.760261,60.092007896074,20.369076202221425
2030,67.13659,136.4192,170.5269386,61.878708241504,21.27919763096163
2031,70.39143,137.2703,178.7942322,62.264760707610996,19.4775942349239
2032,68.68117,134.8569,174.4501718,61.170060881853004,20.100002423480042
2033,66.92629,118.8555,169.99277659999998,53.91194793253501,18.656238659279822
2034,69.87266,144.0381,177.4765564,65.334583149297,20.742501856241386
2035,67.94061,128.518,172.56914940000001,58.29478420766,19.57507262890181
2036,68.495,125.988,173.9773,57.14719551156,18.88033731336344
2037,69.45516,121.0884,176.41610640000002,54.924774335508,17.647850488187387
2038,67.72991,125.3854,172.0339714,56.873860749398006,19.21694203037208
2039,69.85473,141.3991,177.43101420000002,64.137552884867,20.372921687282368
2040,66.63111,141.1397,169.2430194,64.019891024089,22.350816907046028
2041,66.36326,116.8585,168.5626804,53.006123969645,18.655340951711185
2042,68.2269,131.1664,173.296326,59.49607824036801,19.811147372688467
2043,68.40577,134.5811,173.7506558,61.044960106207,20.220733682613176
2044,68.44489,133.1242,173.8500206,60.384121382354,19.978977534086155
2045,70.94089,137.7195,180.1898606,62.46851440021501,19.239796725254212
2046,69.65687,130.2491,176.9284498,59.079997959367,18.873181955176488
2047,65.06613,109.5825,165.2679702,49.705785885525,18.19824712802823
2048,71.81628,142.8719,182.41335120000002,64.80560372740301,19.475979859684834
2049,65.92674,101.6217,167.45391959999998,46.094827746429004,16.438476354941503
2050,66.52018,112.3553,168.9612572,50.963506809061,17.851924422480668
2051,70.52744,131.0845,179.1396976,59.458929025265,18.528207632386845
2052,66.25032,131.0484,168.2758128,59.442554340708,20.99201217501883
2053,64.72936,111.5548,164.4125744,50.600406116876,18.71905598511517
2054,63.79906,110.8498,162.0496124,50.280623496026,19.14717299866466
2055,65.38373,127.4708,166.0746742,57.819782277796,20.963781944715862
2056,65.57359,107.7067,166.5569186,48.854937317879,17.61096302793352
2057,66.57608,115.1232,169.1032432,52.219005129984,18.261006858167942
2058,67.28745,112.1197,170.91012300000003,50.856640446689,17.410534101942464
2059,66.14358,128.0777,168.0046932,58.095067487149,20.582419844367692
2060,66.11741,119.4651,167.93822140000003,54.188457841287004,19.213553448271604
2061,67.68233,124.5983,171.91311819999999,56.516838194971,19.123167191181512
2062,68.74723,126.0285,174.61796420000002,57.165566002545,18.74807432388967
2063,66.5915,111.3977,169.14240999999998,50.529146755549,17.661880262364026
2064,65.01782,127.722,165.1452628,57.93372468114,21.242186143608333
2065,69.28345,124.8207,175.979963,56.61771713805901,18.28209284866678
2066,67.19343,122.9788,170.67131220000002,55.782245351756,19.150271541259603
2067,69.81336,117.7117,177.32593440000002,53.393128979729,16.98012403933772
2068,66.55388,120.7289,169.0468552,54.761707878493,19.162968792192576
2069,66.14617,121.3302,168.0112718,55.034452970574,19.49655213482216
2070,69.93036,146.6089,177.6231144,66.500678414093,21.07788907338917
2071,66.70056,126.013,169.4194224,57.15853532081,19.913825536347613
2072,67.68095,128.1474,171.90961299999998,58.126682875338005,19.668679990824497
2073,67.87796,129.5415,172.4100184,58.75903599835501,19.76740524704769
2074,67.65549,121.5145,171.8449446,55.118050044365,18.664670349892457
2075,71.1713,157.9626,180.775102,71.65063010536201,21.925160613713174
2076,69.01806,127.8941,175.30587240000003,58.011787928017,18.87658039166071
2077,70.58265,127.1594,179.279931,57.67853361377801,17.945305570167257
2078,70.89693,140.8109,180.0782022,63.87074985283301,19.696076497853642
2079,68.51895,140.1451,174.03813300000002,63.56874805288701,20.987215738459565
2080,66.61835,132.7723,169.210609,60.224502227351,21.0338146244858
2081,66.07169,116.0089,167.82209260000002,52.620751892093004,18.683523612402613
2082,68.1535,121.2886,173.10988999999998,55.015583527982,18.358701598213905
2083,72.89832,147.5384,185.1617328,66.92229252200801,19.519484193744685
2084,69.90164,138.8642,177.5501656,62.98774158615401,19.980846052024376
2085,66.50525,120.8563,168.923335,54.81949554643101,19.211255186680944
2086,69.27168,125.8179,175.9500672,57.070039449423,18.4344123881412
2087,70.53643,135.3753,179.1625322,61.40520316646101,19.1298158222706
2088,65.1243,107.6247,165.41572200000002,48.81774274353901,17.841202589308356
2089,70.34418,122.9851,178.6742172,55.785102983687004,17.474085768032612
2090,69.13083,131.7164,175.59230820000002,59.745554043868,19.377360423932036
2091,65.21067,110.3376,165.63510179999997,50.048293484112,18.24250675913658
2092,67.08781,100.2532,170.40303740000002,45.474086588084006,15.660633317066559
2093,64.65639,106.579,164.2272306,48.34342120223,17.92449971040321
2094,66.28071,121.223,168.3530034,54.98582786851,19.400326145722293
2095,71.30341,130.5588,181.1106614,59.220475516356,18.054433131696285
2096,66.91234,132.6182,169.9573436,60.154603643134,20.82519134788341
2097,70.84318,132.613,179.94167720000002,60.15224496281,18.57754458104397
2098,66.65796,117.8331,169.3112184,53.448195093447005,18.644965065890254
2099,64.54303,94.29987,163.9392962,42.7737015239919,15.915148746114195
2100,66.43942,125.1826,168.7561268,56.781872216762,19.93841401560911
2101,66.60747,125.3684,169.1829738,56.866149679108,19.86737617361827
2102,66.38807,117.4577,168.6256978,53.277916517749006,18.736985179772823
2103,66.85611,130.8168,169.8145194,59.337502347816006,20.576884565915297
2104,68.50863,128.3144,174.0119202,58.202432801128005,19.22131691254899
2105,63.45049,118.4083,161.16424460000002,53.709101424671005,20.678093400746015
2106,67.54653,129.4669,171.5681862,58.725198007553004,19.950370703040186
2107,65.41398,116.7348,166.1515092,52.950014593476006,19.180393077823098
2108,66.91885,146.8505,169.973879,66.61026633068501,23.055619645733845
2109,67.59652,120.2168,171.6951608,54.529423225816004,18.49757489508195
2110,67.05552,136.2774,170.3210208,61.814388843438,21.308509725069204
2111,68.00153,130.1697,172.7238862,59.043982725189004,19.79114145192757
2112,70.33681,134.8282,178.6554974,61.157042780834004,19.1608031150391
2113,69.10376,126.2799,175.52355039999998,57.279599124363,18.592131389648742
2114,68.12704,142.6738,173.04268159999998,64.715747078906,21.61242482955396
2115,67.5512,121.2891,171.58004799999998,55.015810324167006,18.68761783240286
2116,68.78357,111.1965,174.7102678,50.437883970705,16.52418313027605
2117,66.62497,130.424,169.22742380000003,59.15933126488001,20.657690666563237
2118,67.88387,138.8309,172.4250298,62.97263696023301,21.181234101092965
2119,67.75152,125.105,172.0888608,56.746673448850004,19.161737593989386
2120,68.3286,141.6323,173.554644,64.243330625551,21.328267066964372
2121,71.05207,149.779,180.4722578,67.93861158623,20.859109503999008
2122,68.11943,118.6268,173.02335219999998,53.808211357516,17.973767189998824
2123,66.44223,119.4357,168.76326419999998,54.175122225609,19.02146953709714
2124,71.4563,134.9113,181.499002,61.19473630678101,18.576572421692667
2125,68.60548,133.1629,174.2579192,60.40167540707301,19.891335266219592
2126,70.82734,147.2884,179.90144360000002,66.808894429508,20.642628102041325
2127,68.89076,117.6717,174.9825304,53.374985284929004,17.432046802904395
2128,67.15411,122.843,170.5714394,55.72064750791,19.15153223701511
2129,68.76271,125.7926,174.6572834,57.058563562462,18.704557240120966
2130,70.53185,143.2531,179.150899,64.97851313884699,20.24565284870279
2131,66.47953,127.2118,168.8580062,57.702301853966,20.237172067311374
2132,67.94262,113.7238,172.5742548,51.584247967406,17.320686056355935
2133,68.79538,130.932,174.74026519999998,59.389756188839996,19.450266730775944
2134,69.95518,129.5075,177.6861572,58.743613857775,18.606019440720484
2135,69.99489,157.6149,177.7870206,71.49291603831301,22.61845349773165
2136,66.55505,125.4636,169.049827,56.909331672732,19.91379463592404
2137,65.14815,105.3601,165.476301,47.790537462437,17.453008740801554
2138,70.40094,130.4476,178.81838760000002,59.170036044812,18.504505539020027
2139,68.32002,152.0527,173.5328508,68.969944557899,22.90321626746855
2140,65.60842,143.9545,166.64538679999998,65.29666282716501,23.512802426081258
2141,70.63864,136.1993,179.4221456,61.778963279341,19.19059872342611
2142,65.08404,117.4157,165.3134616,53.258865638209,19.48836801960523
2143,64.31842,114.5616,163.3687868,51.964267654992,19.47003100880255
2144,66.0525,115.1065,167.77335,52.211430137405,18.548963069119935
2145,67.35994,121.8544,171.0942476,55.272226090928,18.881484639895913
2146,70.1376,150.2085,178.149504,68.133429509145,21.467971729877526
2147,67.49796,122.1628,171.44481840000003,55.41211397783601,18.851937489969423
2148,67.1125,115.5902,170.46574999999999,52.430832766774,18.043155357253458
2149,67.27925,133.3105,170.889295,60.468625640885,20.70619890963441
2150,66.55492,141.4402,169.0494968,64.15619553127401,22.449715290344404
2151,68.1384,130.7908,173.071536,59.325708946195995,19.805765864733214
2152,68.54096,143.1515,174.0940384,64.932428154055,21.42366873912523
2153,68.52593,138.0426,174.0558622,62.615070094962,20.668147929537646
2154,70.77318,120.9532,179.7638772,54.863448647084,16.9776763527752
2155,66.72984,104.5502,169.4937936,47.42317300197401,16.50756470264557
2156,66.30573,120.3066,168.4165542,54.57015582064201,19.239139292939957
2157,66.1654,116.7474,168.06011600000002,52.955729857338,18.74923878226677
2158,65.52686,127.6185,166.4382244,57.886777870845,20.896484458762327
2159,71.0176,128.7638,180.384704,58.40627721220601,17.94982046960658
2160,64.0731,132.1263,162.74567399999998,59.93148155633099,22.627475713650995
2161,67.07894,136.2565,170.38050760000002,61.804908762905,21.290367309621356
2162,66.92118,114.2461,169.9797972,51.821159262257005,17.93545962330126
2163,63.92073,117.7804,162.3586542,53.424290775548,20.266925914450542
2164,66.76895,121.7656,169.59313300000002,55.231947088472005,19.203209819255893
2165,67.31046,117.4512,170.9685684,53.274968167344,18.22596989447625
2166,66.94519,137.7336,170.0407826,62.474910052632,21.607247635916096
2167,69.97793,133.2135,177.7439422,60.42462718099501,19.126009321402474
2168,66.4156,114.16,168.695624,51.7821049592,18.1958382088671
2169,69.46121,136.8798,176.4314734,62.087632887126,19.945869836074483
2170,66.47267,125.4235,168.8405818,56.89114261869501,19.95680327892578
2171,67.69989,121.4915,171.9577206,55.107617419855,18.636668290473207
2172,68.6046,123.3492,174.255684,55.950255965604,18.425877156487523
2173,66.82256,107.8004,169.7293024,48.897438922948,16.973541259380013
2174,66.31555,117.1775,168.441497,53.150819935675,18.73319196938763
2175,69.11039,126.3083,175.5403906,57.292481147671005,18.592744861816364
2176,65.94386,115.3139,167.4974044,52.305505194943,18.643662747990902
2177,69.86148,143.7522,177.4481592,65.204901090714,20.70795647850453
2178,64.55479,113.2482,163.9691666,51.368519436234,19.106127426060695
2179,65.56126,131.7643,166.5256004,59.767281118391,21.552690052781333
2180,65.07865,125.8387,165.299771,57.079474170719,20.88985665113927
2181,66.30496,115.8846,168.4145984,52.564370360502004,18.532414218933308
2182,68.63331,139.0539,174.32860739999998,63.073788058743006,20.754467385273024
2183,67.39243,121.7331,171.17677220000002,55.217205336447,18.84450597821403
2184,66.73104,141.1317,169.49684159999998,64.016262285129,22.282663068468903
2185,65.57961,127.9611,166.57220940000002,58.04217861680701,20.918888875717652
2186,67.97668,132.1352,172.6607672,59.935518528424005,20.104669322451613
2187,62.60611,129.76,159.0195194,58.8581459312,23.27585828302273
2188,66.26361,129.4162,168.30956940000002,58.702200874394,20.722243202244222
2189,65.65796,118.7804,166.7712184,53.877883145548005,19.371726138722263
2190,66.31902,105.7105,168.45031079999998,47.949476228885004,16.898191766709466
2191,65.15141,124.8365,165.4845814,56.624883897505,20.677224977770983
2192,67.06755,141.8106,170.351577,64.324206145122,22.165734063945294
2193,68.07294,123.0209,172.9052676,55.801341590533,18.665008488243313
2194,68.73375,118.3051,174.58372500000002,53.662290692087,17.606040494292216
2195,66.50974,123.1286,168.9347396,55.850193488782004,19.569816282572877
2196,71.35483,125.0842,181.2412682,56.737238727554,17.272452659272616
2197,67.36943,118.0443,171.11835219999998,53.54399380199101,18.28595230689749
2198,66.53342,134.41,168.99488680000002,60.9673504517,21.347655834624085
2199,67.44518,132.5899,171.31075719999998,60.141766979063,20.4930648441081
2200,69.37871,123.6421,176.2219234,56.083113170777004,18.059770999108768
2201,68.47617,136.737,173.9294718,62.02285989669,20.50243443361812
2202,66.81962,130.4451,169.7218348,59.168902063887,20.540834070855855
2203,68.62691,121.9836,174.31235139999998,55.330830225132,18.210038499911366
2204,70.55478,124.8816,179.20914119999998,56.645340913392005,17.637778228878386
2205,65.26709,110.6805,165.7784086,50.203830307785,18.267575896788323
2206,65.35329,108.9072,165.99735660000002,49.399474958064005,17.92751062550651
2207,65.63866,129.7145,166.7221964,58.837507478365,21.167395304664883
2208,69.57228,140.2426,176.71359120000002,63.612973308962005,20.370692342752033
2209,66.41871,137.8126,168.70352340000002,62.510743849862,21.963743379992145
2210,68.25694,140.6602,173.37262760000002,63.802393482674006,21.226378714927254
2211,70.74604,136.5621,179.6949416,61.943526591177,19.183339960999213
2212,68.35787,121.0365,173.62898980000003,54.901232891505,18.211160434621927
2213,69.64013,141.548,176.8859302,64.20509278876,20.520261853433585
2214,65.35452,137.184,166.0004808,62.225615686080005,22.581381633364348
2215,71.92675,156.5442,182.69394499999999,71.007254687754,21.27425764085363
2216,70.13403,137.22,178.14043619999998,62.241945011400006,19.61363697367495
2217,65.16717,121.5264,165.5246118,55.123447793568,20.119223606095193
2218,69.31063,122.0461,176.04900020000002,55.359179748257,17.861688885877395
2219,66.33317,131.3132,168.4862518,59.562665600284,20.981918103438968
2220,68.65304,127.5565,174.3787216,57.858655143905004,19.027483581223585
2221,70.27541,135.3191,178.4995414,61.379711275267,19.264184628668055
2222,67.57713,128.8936,171.6459102,58.465153501832,19.844043680702846
2223,69.1971,134.756,175.760634,61.124293411720004,19.78657523791451
2224,69.6239,129.9452,176.84470600000003,58.942151238124005,18.846983733257854
2225,65.86809,127.9121,167.3049486,58.019952590677,20.72811435213564
2226,69.92456,134.6123,177.6083824,61.059112188151005,19.35635450781004
2227,68.42315,138.5594,173.794801,62.84948663177801,20.807896237065098
2228,67.61231,145.1953,171.7352674,65.859480239861,22.330544746137743
2229,68.12858,113.7951,173.0465932,51.61658910338701,17.237060065727636
2230,64.76601,118.6754,164.5056654,53.830255946698,19.891371401638168
2231,65.33382,129.7622,165.9479028,58.859143834414006,21.373242041962413
2232,67.64472,133.5081,171.8175888,60.55825549319701,20.513422065345505
2233,69.06267,139.8787,175.4191818,63.44791104551901,20.618789550913835
2234,67.17574,117.2661,170.6263796,53.191008219657,18.270308076316706
2235,65.69758,116.9811,166.8718532,53.061734394207,19.055276866275907
2236,68.57486,141.1557,174.18014440000002,64.027148502009,21.10410155640647
